Acceleration_X,Acceleration_Y,Acceleration_Z,User Accelerometer_x,User Accelerometer_y,User Accelerometer_z,Gyroscope_X,Gyroscope_Y,Gyroscope_Z,Magnetometer_X,Magnetometer_Y,Magnetometer_Z,Activity,user
"
2.96",-1.95,-0.56,-2.02,1.83,0.35,0.5,0.04,1.98,-33.43,2.79,17.29,brisk walking,aratrik
"
7.94",-14.36,-2.24,-3.43,-3.84,3.31,1.31,2.25,1.23,-33.34,5.42,15.94,brisk walking,aratrik
"
-0.60",-0.76,0.63,6.06,1.07,-1.36,-1.7,-1.37,-2.46,-33.79,7.39,15.34,brisk walking,aratrik
"
5.19",-26.36,-8.73,-0.77,-8.09,3.79,-0.28,-0.74,-1.04,-33.81,6.06,15.9,brisk walking,aratrik
"
3.05",-16.2,3.22,-5.89,4.9,4.82,0.26,0.34,0.96,-34.14,3.66,17.25,brisk walking,aratrik
"
-0.87",-14.97,-2.39,-1.32,-5.47,-0.02,1.6,1.01,1.6,-34.41,3.77,17.87,brisk walking,aratrik
"
-4.64",-19.01,8.41,2.42,2.42,0.36,-0.11,1.15,0.07,-34.95,6.28,16.11,brisk walking,aratrik
"
-1.12",0.04,2.2,7.35,-2.1,-1.01,-1.21,-1.15,-2.56,-34.86,6.9,15.94,brisk walking,aratrik
"
1.88",-25.01,6.31,-6.96,-6.21,4.79,0.16,-1.51,-0.52,-35.12,4.88,16.16,brisk walking,aratrik
"
4.82",-5.79,1.28,-1.06,1.04,0.98,0.6,0.82,1.86,-34.86,4.09,17.94,brisk walking,aratrik
"
10.67",-10.77,-2.12,-3.68,-2.41,4.29,1.34,1.75,1.18,-34.61,6,17.33,brisk walking,aratrik
"
-8.19",-21.44,-1.02,4.72,0.83,-0.68,-1.48,-1.33,-1.19,-34.73,8.29,15.96,brisk walking,aratrik
"
-5.43",-0.23,-1.44,4.94,-4.09,3.79,-0.59,-0.72,-2.48,-34.59,8.01,16.5,brisk walking,aratrik
"
-5.04",-2.61,4.4,-7.72,-2.14,4.83,0.82,-0.08,0.3,-34.61,5.87,17.98,brisk walking,aratrik
"
4.30",-8.21,-2.14,-2.58,-3.44,0.75,0.44,0.94,1.89,-34.93,4.78,19.46,brisk walking,aratrik
"
6.00",-12.26,1.73,-0.36,2.4,1.99,1.13,1.42,0.95,-34.26,7.8,18.6,brisk walking,aratrik
"
1.24",-4.97,-1.04,5.61,0.09,-3.15,-1.74,-1.32,-2.68,-34.84,9.49,18.38,brisk walking,aratrik
"
1.25",-15.27,-8.64,-2.79,-8.98,4.16,0.09,-1.19,-0.47,-34.74,7.24,19.11,brisk walking,aratrik
"
2.16",-13.51,0.97,-5.55,6.55,2.9,-0.15,1.63,0.65,-34.89,4.61,20.7,brisk walking,aratrik
"
3.35",-12.01,1.55,-0.38,-4.72,1.42,1.45,0.62,1.71,-35.34,4.73,20.16,brisk walking,aratrik
"
-2.07",-31.72,0.12,2.09,1.23,-0.52,-0.53,1.34,0.48,-35.59,8.42,18.21,brisk walking,aratrik
"
-1.77",-1.14,2.24,7.53,-0.01,-0.23,-1,-1.79,-3.15,-36.23,8.63,17.44,brisk walking,aratrik
"
1.11",-2.91,0,-7.85,-10.21,4.89,0.61,-0.25,-0.28,-36.41,6.49,17.66,brisk walking,aratrik
"
-0.93",-6.72,-1.64,-3.25,3.6,1.36,0.43,0.37,2.01,-36.86,4.65,18.73,brisk walking,aratrik
"
10.53",-9.73,-6.5,-2.19,-3.93,2.84,0.95,1.8,0.82,-36.62,7.14,17.38,brisk walking,aratrik
"
-2.55",-7.04,-1.02,5.57,-0.02,-1.76,-1.64,-1.72,-2.49,-36.88,8.83,15.17,brisk walking,aratrik
"
31.82",-17,-7.38,-2.28,-8.51,3.88,-0.1,-1.21,-0.67,-36.73,7.76,15.69,brisk walking,aratrik
"
-1.65",-5.2,1.8,-6.13,5.57,4.01,0.18,1.12,1,-36.56,5.12,15.86,brisk walking,aratrik
"
3.51",-12.06,-1.33,-0.16,-5.32,1.43,1.45,0.72,1.43,-37.16,3.92,17.19,brisk walking,aratrik
"
-2.60",-25.69,2.64,2.2,1.36,0.36,-0.6,0.21,-0.5,-36.83,6.08,16.24,brisk walking,aratrik
"
-2.06",1.35,2.39,5.04,-3.15,0.19,-0.97,-0.97,-2.42,-36.9,6.34,15.94,brisk walking,aratrik
"
-15.96",-44.89,-3.38,-7.48,-5.12,4.83,0.14,-0.88,-0.3,-36.08,4.18,17.23,brisk walking,aratrik
"
3.16",-7.1,2.5,-3.46,0.68,1.12,0.62,1.02,2.26,-35.96,2.38,19.31,brisk walking,aratrik
"
13.04",-9.22,-1.51,-2.28,-3.23,3.6,1.38,1.57,1.19,-35.44,4.29,18.83,brisk walking,aratrik
"
-2.47",-16.83,4.55,5.42,0.6,-1.32,-1.78,-1.67,-2.16,-35.83,6.64,17.64,brisk walking,aratrik
"
-6.12",-2.59,-4.88,-1.27,-7.99,3.68,-0.08,-0.85,-1.42,-35.38,6.02,18.75,brisk walking,aratrik
"
-2.26",-1.16,2.44,-6.46,4.91,5.02,0.24,0.69,1.1,-34.88,4.14,20.78,brisk walking,aratrik
"
0.62",-12.52,-1.25,-1.8,-6.08,0.29,1.38,0.93,1.37,-34.73,3.64,21.9,brisk walking,aratrik
"
-4.89",-20.09,2.61,1.54,2.02,0.84,-0.19,0.77,-0.19,-34.82,7.01,20.4,brisk walking,aratrik
"
0.17",-1.6,0.65,5.42,-2.97,-1.18,-1.11,-0.65,-2.5,-35.81,8.14,18.69,brisk walking,aratrik
"
-8.77",-9,-5.63,-7.74,-5.33,3.54,0.34,-1.4,-0.09,-35.7,6.53,18.86,brisk walking,aratrik
"
4.93",-9.08,3.1,-3.39,1.91,0.19,0.72,-0.05,1.73,-35.53,4.84,21.23,brisk walking,aratrik
"
15.72",-11.71,-3.21,-2.43,-3.56,4.34,1.27,2.2,1.12,-36.94,5.19,18.84,brisk walking,aratrik
"
-2.75",-16.59,1.96,3.71,0.61,-1.63,-1.72,-1.32,-1.89,-36.81,7.14,17.68,brisk walking,aratrik
"
-5.81",-0.11,-2.15,0.61,-7.64,3.04,-0.22,-0.99,-1.38,-37.2,7.26,17.7,brisk walking,aratrik
"
-0.25",-4.56,4.31,-6.42,4.92,5.45,0.24,0.42,0.95,-36.04,5.53,19.07,brisk walking,aratrik
"
2.12",-9.81,3.66,-1.61,-6.19,-0.33,1.43,1.13,1.3,-35.57,4.86,20.79,brisk walking,aratrik
"
8.15",-14.54,0.61,1.21,2.52,0.4,0.01,1.02,0.04,-35.16,6.96,19.89,brisk walking,aratrik
"
0.31",-1.18,0.79,6,-1.85,-1.61,-1.33,-1.31,-2.69,-35.01,7.48,17.87,brisk walking,aratrik
"
2.54",-4.93,0.15,-6.54,-6.97,4.93,-0.05,-1.27,-0.14,-34.8,5.76,18.17,brisk walking,aratrik
"
2.80",-13.14,3.95,-2.24,1.18,0.68,0.65,0.97,1.73,-34.58,3.26,19.52,brisk walking,aratrik
"
12.56",-11.95,2.79,-3.95,-2.54,3.8,1.51,2.29,1.08,-34.54,3.38,18.99,brisk walking,aratrik
"
-5.23",-17.83,3.63,4.15,0.42,-0.34,-1.65,-1.35,-1.91,-35.1,5.27,16.43,brisk walking,aratrik
"
-4.89",-0.1,-3.28,1.27,-7.87,2.89,-0.24,-0.54,-1.43,-35.98,5.19,14.94,brisk walking,aratrik
"
-1.48",-2.31,3.12,-7.18,5.27,4.87,0.29,0.2,1.31,-36.41,2.91,14.89,brisk walking,aratrik
"
4.48",-11.28,-1.06,-1.93,-5.77,-0.05,1.77,1.22,1.41,-36.88,1.73,15.49,brisk walking,aratrik
"
-1.95",-20.96,4.96,1.78,1.87,-0.08,-0.73,0.95,-0.66,-37.37,3.58,12.56,brisk walking,aratrik
"
-0.12",-0.03,2.48,5.71,-3.29,-0.7,-1.18,-1.06,-2.5,-38.33,4.8,10.26,brisk walking,aratrik
"
-3.37",-2.93,2.8,-8.33,-5.55,4.34,0.28,-1.42,-0.15,-38.93,4.37,9.94,brisk walking,aratrik
"
4.75",-6.81,6.03,-2.89,1.73,1.83,0.82,0.74,1.64,-38.94,2.59,10.84,brisk walking,aratrik
"
13.95",-10.45,-2.38,-3.01,-3.83,3.29,1.25,2.34,1.2,-38.72,2.81,11.14,brisk walking,aratrik
"
-2.58",-11.52,0.65,5.68,0.81,-2.14,-1.5,-2.11,-2.89,-38.46,5.19,9.77,brisk walking,aratrik
"
25.34",-15.09,-3.5,-1.75,-9.61,5.37,-0.49,-1.23,0.12,-38.34,4.73,9.32,brisk walking,aratrik
"
3.80",-12.8,1.13,-3.81,4.99,4.02,0.04,0.28,0.73,-37.63,2.83,11.06,brisk walking,aratrik
"
5.93",-13.76,-1.99,-3.81,4.99,4.02,1.95,1.01,0.91,-37.24,1.46,14.48,brisk walking,aratrik
"
0.04",-26.67,5.45,0.56,-0.08,-0.43,-0.9,-1.2,-0.89,-36.86,3.66,14.72,brisk walking,aratrik
"
-0.62",0.72,2.48,0.56,-0.08,-0.43,-0.52,-1.15,-1.75,-36.98,4.59,15.51,brisk walking,aratrik
"
-6.66",-24.8,4.42,5.58,-4.72,3.11,-0.16,-0.57,0.08,-34.74,3.81,18.04,brisk walking,aratrik
"
4.70",-9.66,0.87,-3.21,-5.38,1.9,0.88,-1.12,1.56,-33.21,1.56,21.47,brisk walking,aratrik
"
11.84",-10.71,-2.58,-0.55,1.27,4.54,0.78,1.54,0.82,-31.26,2.76,25.91,brisk walking,aratrik
"
-1.49",-9.68,2.9,6.11,-0.91,-1.28,-1.52,-1.94,-2.18,-29.14,4.78,28.07,brisk walking,aratrik
"
-3.47",0.84,3.22,6.11,-0.91,-1.28,-1.52,-1.94,-2.18,-26.01,5.08,30.81,brisk walking,aratrik
"
7.35",-22.96,-3.54,-1.38,-8.15,7.32,0.58,-2.23,-0.79,-21.47,4.31,32.74,brisk walking,aratrik
"
-1.49",-14.18,1.02,-3.99,5.36,3.96,1.71,-0.75,1.27,-16.91,2.57,36.41,brisk walking,aratrik
"
9.34",-14.49,1.81,1.12,-4.56,4.17,-0.27,0.8,-0.24,-13.18,3.39,37.33,brisk walking,aratrik
"
-0.24",-3.7,1.49,0.34,0,1.03,-1.13,-1.22,-2.32,-10.22,4.91,38.18,brisk walking,aratrik
"
18.55",-14.04,-14.18,8.62,-2.1,1.13,-1.13,-1.22,-2.32,-6.53,4.91,38.46,brisk walking,aratrik
"
-1.63",-1.99,2,-6.14,-5.49,5.87,0.6,-0.96,-0.28,-2.83,3.53,39.47,brisk walking,aratrik
"
6.34",-7.96,-0.06,-1.74,0.92,-0.56,0.28,1.96,1.58,-0.13,3.45,40.11,brisk walking,aratrik
"
1.22",-16.82,0.81,-2.72,-0.98,4.26,1.67,1.96,0.89,0.11,6.75,39.92,brisk walking,aratrik
"
-0.72",0.33,0.38,4.94,-0.27,-1.09,-1.75,-1.25,-1.66,-1.48,7.05,39.39,brisk walking,aratrik
"
-5.44",-6.01,3.23,1.09,-7.42,3.36,-0.83,-0.57,-1.5,-2.34,6.58,39.23,brisk walking,aratrik
"
2.86",-10.3,-0.73,-7.12,3.16,5.17,0.58,0.53,1.44,-3.02,6.04,39.32,brisk walking,aratrik
"
12.29",-9.21,4.17,-2.06,-6.58,1.2,1.47,1.11,0.92,-5.89,8.06,38.18,brisk walking,aratrik
"
-2.06",-13.94,-2.75,1.05,3.13,1.23,0.11,2.33,-0.03,-9.58,9.84,37.09,brisk walking,aratrik
"
-5.48",-3.75,-0.79,6.63,-1.17,-2.84,-1.36,-0.94,-2.92,-13.13,8.78,37.2,brisk walking,aratrik
"
-2.30",-0.63,4.39,-8.1,-8.24,3.11,0.15,-1.61,-0.07,-15.69,7.41,36.84,brisk walking,aratrik
"
2.22",-12.58,0.71,-2.84,2.41,1.56,0.53,0.69,1.74,-17.19,6.62,36.56,brisk walking,aratrik
"
4.65",-15.35,1.01,-3.26,-3.72,3.62,1.46,2.81,0.85,-19.35,8.21,33.45,brisk walking,aratrik
"
2.59",-5.1,-0.07,3.3,0.48,-1.43,-1.49,-1.34,-1.31,-22.31,7.91,31.58,brisk walking,aratrik
"
11.29",-7.05,-9.2,2.52,-6.01,2.82,-1.15,-0.89,-2.44,-23.63,5.83,30.75,brisk walking,aratrik
"
-2.43",-0.54,2.12,-7.51,-1.89,6.52,1.04,-0.83,0.59,-23.81,2.31,31.05,brisk walking,aratrik
"
6.47",-17.49,-3.66,-1.32,3.06,1.22,0.77,1.23,1.52,-24.36,2.1,30.24,brisk walking,aratrik
"
3.87",-18.53,-0.26,-2.11,-5.85,2.86,1.14,2.42,0.95,-25.69,4.5,28.09,brisk walking,aratrik
"
0.49",-1.06,-0.55,5.17,0.95,-2.58,-1.75,-1.39,-2.42,-26.96,3.86,26.76,brisk walking,aratrik
"
-15.81",-22.56,8.47,-3.11,-8.97,4.01,-0.11,-1,-0.81,-26.96,1.14,26.81,brisk walking,aratrik
"
4.47",-7.35,0.07,-5.18,5.41,3.43,0.26,0.66,1.14,-27.66,-1.14,28.24,brisk walking,aratrik
"
8.68",-10.56,-6,-2.1,-4.69,1.46,1.2,1.06,1.56,-28.28,0.53,26.55,brisk walking,aratrik
"
-5.66",-30.63,6.24,2.9,0.98,0.15,0.55,1.29,0.76,-29.94,4.43,24.15,brisk walking,aratrik
"
-2.43",-1.31,0.66,6.45,0.52,-1.46,-1.77,-1.43,-2.75,-31.37,4.18,22.97,brisk walking,aratrik
"
9.42",-23.58,7.44,-4.63,-9.65,3.97,0.2,-1.59,-0.65,-31.95,1.86,22.93,brisk walking,aratrik
"
2.47",-10.92,1.16,-5.4,6.78,4.05,0.11,1.98,0.47,-32.64,-1.01,22.11,brisk walking,aratrik
"
6.62",-10.31,2.92,-1.35,-5.53,-0.38,1.39,-0.15,2.04,-32.46,0.64,22.2,brisk walking,aratrik
"
-1.55",-25.56,1.36,2.61,1.47,0.09,-0.13,1.44,0.13,-33.13,5.08,21.34,brisk walking,aratrik
"
-0.34",-0.31,3.25,6.19,-1.41,-1.22,-1.02,-1.56,-2.97,-34.07,4.8,21.26,brisk walking,aratrik
"
0.25",1.45,13.86,-6.49,-8.04,3.73,-0.28,-1.75,0.24,-32.81,1.86,22.46,brisk walking,aratrik
"
3.02",-17.79,7.51,-1.44,2.33,2.68,0.31,1.46,0.08,-31.29,-1.2,24.62,brisk walking,aratrik
"
-2.58",-12.83,5.05,-5.06,-2.31,1.92,1.52,0.97,1.9,-31.24,0.47,23.01,brisk walking,aratrik
"
-2.43",-18.33,1.94,2.62,0.63,0.47,0.32,1.63,0.43,-32.36,3.53,20.08,brisk walking,aratrik
"
2.81",-4.31,0.35,5.5,-1.23,-1.29,-1.55,-1.39,-2.68,-32.53,3.47,18.6,brisk walking,aratrik
"
3.00",-6.1,-6.79,-5.27,-8.73,3.31,-0.76,-1.96,-0.71,-32.04,-0.98,18.17,brisk walking,aratrik
"
1.84",1.63,4.12,-4.93,6.19,6.88,1.22,0.57,0.54,-32.01,-3.38,19.71,brisk walking,aratrik
"
2.87",-9.91,-0.12,0.75,0.43,-1.76,0.18,-0.6,0.75,-32.06,-1.95,19.91,brisk walking,aratrik
"
14.19",-15.14,3.04,-1.44,-5.87,4.91,1.17,3.71,1.22,-34.39,2.16,17.31,brisk walking,aratrik
"
-0.47",-4.3,-0.7,6.18,0.04,-3.79,-1.36,-1.74,-2.32,-35.42,2.61,15.92,brisk walking,aratrik
"
-13.66",-61.8,-5.4,-1.54,-7.82,4.39,0.22,-0.81,0.07,-36.17,0.66,16.52,brisk walking,aratrik
"
2.24",-11.28,-1.1,-1.89,6.62,2.65,-0.36,-0.15,0.91,-36.15,-0.58,18.94,brisk walking,aratrik
"
5.33",-12.6,2.71,-1.58,-6.44,5.24,1.8,2.35,0.8,-36.26,1.46,18.13,brisk walking,aratrik
"
1.02",-18.72,-2.07,2.35,0.56,-1,-0.89,-0.44,-0.58,-37.05,4.61,15.96,brisk walking,aratrik
"
-6.73",-1.37,1.36,5.53,-3.21,2.14,-0.85,-2.08,-2.26,-37.54,4.16,15.96,brisk walking,aratrik
"
0.86",0.53,4.55,-6.14,-4.27,7.21,0.07,0.26,0.27,-36.98,3.73,16.24,brisk walking,aratrik
"
3.03",-5.7,-0.13,-3.26,-4.82,1.52,1.32,0.64,1.99,-36.49,2.61,18.02,brisk walking,aratrik
"
7.81",-14.41,-2.01,-0.13,2.4,1.56,1,0.94,0.92,-35.59,5.06,16.76,brisk walking,aratrik
"
1.03",-1.59,1.31,6.68,-0.56,-0.89,-1.8,-1.35,-2.24,-35.14,5.94,16.58,brisk walking,aratrik
"
26.57",-12.04,-4.46,-3.68,-7.71,3.76,-0.31,-1.1,-0.93,-34.33,4.48,17.36,brisk walking,aratrik
"
-0.56",-10.51,1.09,-4.95,5.32,4.42,0.38,1.38,0.67,-34.05,1.71,19.48,brisk walking,aratrik
"
-5.81",-13.97,-9.41,-1.24,-4.15,0.81,1.48,-0.25,1.49,-33.09,1.99,21.28,brisk walking,aratrik
"
-3.30",-19.41,5.46,1.42,1.16,0.41,-0.05,0.9,-0.11,-33.02,5.61,19.73,brisk walking,aratrik
"
0.03",-2.13,0.45,5.03,-3.35,-2.2,-1.38,-0.41,-2.44,-33.73,6.08,19.16,brisk walking,aratrik
"
-3.69",-10.22,-2.04,-7.45,-4.58,4.08,-0.08,-1.27,-0.31,-33.28,4.56,20.63,brisk walking,aratrik
"
3.65",-10.39,3.01,-1.78,0.76,-0.09,0.46,1.24,1.85,-33.41,2.57,22.22,brisk walking,aratrik
"
10.67",-12.83,2.97,-4.31,-2.56,3.78,1.51,1.41,1.25,-33.38,4.22,21.06,brisk walking,aratrik
"
1.39",-23.64,3.96,3.92,0.81,-0.87,-1.38,-0.95,-1.3,-34.39,7.73,19.33,brisk walking,aratrik
"
-9.13",-1.9,0.33,3.3,-4.93,2.09,-0.5,-1.26,-1.93,-34.54,7.97,19.65,brisk walking,aratrik
"
-4.31",-3.91,-1.19,-6.29,0.71,5.98,0.28,0.51,0.38,-34.29,5.49,20.33,brisk walking,aratrik
"
7.17",-8.29,-0.25,-2.25,-4.94,-1.19,1.09,0.23,2.07,-34.18,4.5,21.94,brisk walking,aratrik
"
7.83",-13.4,0.2,-0.95,2.07,1.88,0.41,1.55,0.34,-34.8,6.68,20.12,brisk walking,aratrik
"
1.19",-2.25,0.66,7.19,-0.79,-2.12,-1.35,-1.41,-2.52,-35.7,8.48,19.54,brisk walking,aratrik
"
-8.74",-3.75,-3.15,-6.67,-6.98,4.12,-0.51,-1.71,-0.25,-35.19,7.11,19.69,brisk walking,aratrik
"
2.43",-14.34,3.38,-0.23,2.15,1.85,0.65,1.44,1.18,-35.59,4.07,21.04,brisk walking,aratrik
"
-2.54",-18.67,-12.5,-6.44,-3.45,4.74,1.27,1.73,1.27,-35.46,3.94,21.56,brisk walking,aratrik
"
-3.17",-24.41,0.77,4.74,-0.01,-0.78,-1.31,-0.95,-1.3,-35.91,6.79,20.21,brisk walking,aratrik
"
-2.61",2.37,2.52,2.23,-6.39,3.14,-0.29,-0.87,-1.51,-36.73,7.22,19.33,brisk walking,aratrik
"
-1.66",-6.4,-1.47,-5.85,4.71,5.2,0.22,0.59,-0.3,-36.6,5.08,19.91,brisk walking,aratrik
"
2.40",-5.39,-3.02,-2.16,-5.4,-0.13,1.09,-0.07,2.44,-36.75,3.21,21.47,brisk walking,aratrik
"
7.86",-11.87,-1.93,0.97,1.8,0.82,0.59,1.47,0.7,-36.53,5.21,20.1,brisk walking,aratrik
"
-3.48",-6.36,-1.87,5.9,-0.8,-0.5,-1.69,-1.55,-2.83,-37.07,7.99,20.57,brisk walking,aratrik
"
39.41",-22.57,-0.05,-4.31,-8.15,5,-0.34,-1.33,-0.5,-37.03,6.77,21.38,brisk walking,aratrik
"
1.02",-14.9,1.83,-2.84,4.68,2.77,0.58,1.23,0.89,-37.22,3.64,23.59,brisk walking,aratrik
"
3.17",-15.29,-3.86,-2.68,-4.38,3.64,1.6,0.98,1.35,-37.11,2.08,25.84,brisk walking,aratrik
"
-1.43",-20.41,3.64,1.55,0.56,0.48,-0.78,0.09,-0.65,-38.01,3.83,25.37,brisk walking,aratrik
"
-0.05",0.1,3.13,5.1,-4.45,0.75,-0.96,-1.17,-2.29,-37.28,2.53,24.36,brisk walking,aratrik
"
-11.54",-37,-0.31,-6.65,-1.19,5.73,0.24,-0.33,-0.53,-34.41,-0.92,26.38,brisk walking,aratrik
"
5.56",-6.88,-1.1,-3.07,-1.72,0.34,0.59,0.64,2.5,-33.79,-3.38,27.17,brisk walking,aratrik
"
11.89",-9.2,1.12,-1.38,-1.61,3.64,1.23,1.91,1.27,-34.8,-2.33,26.16,brisk walking,aratrik
"
-0.15",-19.45,-0.98,5.34,1.61,-1.5,-1.8,-0.76,-2.14,-34.74,0.99,24.28,brisk walking,aratrik
"
-4.17",0.08,2.09,-2.24,-7.58,3.18,-0.14,-1.17,-2,-34.93,1.01,22.11,brisk walking,aratrik
"
-1.35",-0.57,1.64,-5.19,2.46,4.87,0.41,0.64,1.51,-33.32,-0.53,21.64,brisk walking,aratrik
"
5.87",-7.79,1.07,-0.78,-6.25,0.34,1.23,0.59,1.18,-32.1,-1.16,20.79,brisk walking,aratrik
"
7.57",-14.27,-0.68,0.53,3.88,1.58,0.05,1.96,0.09,-32.38,2.25,17.53,brisk walking,aratrik
"
-0.02",-1.29,1.63,6.97,-1.37,-1.49,-1.14,-1.84,-2.91,-34.26,3.64,15.56,brisk walking,aratrik
"
-2.96",-4.35,2.44,-5.92,-8.11,5.65,0.13,-1.7,-0.27,-32.51,2.89,16.78,brisk walking,aratrik
"
1.86",-11.52,3.15,-3.32,1.83,1.74,0.72,1.09,2.05,-32.7,-0.08,17.72,brisk walking,aratrik
"
10.28",-11.69,6.56,-2.66,-3.07,4.95,1.32,2.32,1.08,-32.18,-0.75,17.59,brisk walking,aratrik
"
-2.97",-23.06,2.41,5.32,0.54,0.35,-1.62,-1.31,-2.37,-32.08,2.44,16.41,brisk walking,aratrik
"
-7.89",1.3,0.5,-0.57,-8.59,3.82,-0.14,-1.43,-1.24,-32.91,2.49,15.83,brisk walking,aratrik
"
-0.56",-3.92,1.06,-0.57,-8.59,3.82,0.48,0.81,0.91,-33.56,0.43,16.76,brisk walking,aratrik
"
5.48",-6.48,0.12,-6.6,4.58,5.92,1.45,0.4,1.49,-33.86,-0.36,19.59,brisk walking,aratrik
"
8.37",-12.86,0.18,-0.92,-6.67,0.46,-0.13,1.03,-0.06,-33.92,1.63,19.18,brisk walking,aratrik
"
0.95",-1.29,0.4,1.72,3,1.04,-1.55,-0.87,-2.78,-35.19,3.09,17.93,brisk walking,aratrik
"
5.35",-14.95,-11.21,5.88,-2.09,-0.3,0.31,-1.24,-0.44,-35.36,1.76,17.49,brisk walking,aratrik
"
2.71",-13.99,3.14,-7.63,-7.13,5.46,0.68,0.7,2.03,-35.57,-0.11,18.6,brisk walking,aratrik
"
10.02",-12.22,6.68,-2.56,-2.88,4.47,1.4,1.69,1.15,-35.51,-0.58,19.48,brisk walking,aratrik
"
0.96",-16.86,-1.8,-2.56,-2.88,4.47,1.4,1.69,1.15,-35.55,1.86,18.24,brisk walking,aratrik
"
0.62",-1.05,1.05,3.31,1.26,-0.33,-1.54,-1.25,-1.73,-36.28,2.27,17.51,brisk walking,aratrik
"
-4.93",-5.18,0.68,1.42,-7.58,3.46,-0.57,-1.17,-1.87,-34.78,0.34,17.89,brisk walking,aratrik
"
5.25",-7.63,2.41,-5.9,2.3,6.46,0.48,0.77,1.14,-35.29,-1.97,19.44,brisk walking,aratrik
"
7.99",-13.23,-2.84,-1.89,-5.87,0.08,1.24,0.7,1.48,-35.53,-0.08,19.11,brisk walking,aratrik
"
0.46",-12.54,2.6,0.31,3.13,1.49,0.35,1.48,0.58,-35.66,2.42,18.06,brisk walking,aratrik
"
-6.02",-0.52,-0.33,7.2,-1.87,-0.13,-1.72,-1.88,-2.85,-36.02,1.48,17.93,brisk walking,aratrik
"
-4.36",-7.59,2.69,-5.95,-7.74,5.8,-0.28,-1.54,-0.19,-35.63,-1.29,19.18,brisk walking,aratrik
"
3.36",-7.4,4.47,-1.26,1.27,2.44,0.61,2.07,1.69,-35.53,-2.23,19.97,brisk walking,aratrik
"
3.73",-17.24,-0.53,-3.48,-2.29,4.64,1.53,0.96,1.47,-36.02,0.28,17.19,brisk walking,aratrik
"
-0.99",1.11,2.12,4.29,0.62,-0.16,-1.66,-1.05,-1.97,-36.88,1.28,15.81,brisk walking,aratrik
"
1.47",-5.86,-1.42,1.27,-8.25,4.2,-0.39,-1.2,-1.8,-35.98,0.36,17.1,brisk walking,aratrik
"
3.15",-10.56,4.41,-6.83,3.78,6.55,0.4,0.98,1.01,-35.96,-1.13,18.79,brisk walking,aratrik
"
11.62",-12.21,5.59,-1.48,-7.48,-0.07,1.34,0.32,1.57,-35.79,0.15,19.01,brisk walking,aratrik
"
-4.67",-27.15,6.73,0.97,3.39,1.26,0.18,1.61,0.22,-35.25,3.02,16.5,brisk walking,aratrik
"
-5.84",-8.91,-14.59,6.55,-1.69,-0.84,-1.56,-1.71,-2.76,-36.98,3.11,17.04,brisk walking,aratrik
"
-3.18",-3.04,5.32,-6.05,-7.67,5.96,-0.02,-1.54,-0.32,-35.44,1.5,17.7,brisk walking,aratrik
"
4.06",-8.48,0.54,-2.13,1.73,2.72,0.36,1.73,1.79,-35.85,0.71,19.11,brisk walking,aratrik
"
8.42",-13.14,0,-2.57,-3.49,4.56,1.6,1.23,1.42,-35.96,4.05,17.79,brisk walking,aratrik
"
0.03",-2.03,0.65,3.59,0.99,-0.44,-1.75,-1.36,-1.78,-37.28,4.93,16.65,brisk walking,aratrik
"
-8.05",-15.08,-4.18,1.43,-8.24,4.61,-0.69,-0.89,-1.49,-36.84,3.45,17.23,brisk walking,aratrik
"
0.68",-9.86,0.13,-5.93,3.47,7.04,0.18,0.79,0.71,-37.13,1.43,18.41,brisk walking,aratrik
"
7.33",-12.36,2.12,-1.6,-6.51,-0.01,1.39,0.41,1.73,-36.81,2.59,17.79,brisk walking,aratrik
"
-5.56",-25.13,3.81,0.03,2.54,2.81,0.34,1.54,0.31,-37.29,5.4,16.01,brisk walking,aratrik
"
-2.64",1.1,3.51,7.34,-1.87,-0.75,-1.51,-1.19,-2.79,-38.1,5.36,15.75,brisk walking,aratrik
"
-0.81",-0.48,4.59,-6.73,-7.61,5.26,0.14,-1.85,-0.33,-37.78,2.91,16.37,brisk walking,aratrik
"
1.82",-7.9,-1.69,-1.27,1.6,3.21,0.46,1.18,1.52,-37.61,1.71,17.7,brisk walking,aratrik
"
8.34",-17.14,0.23,-2.67,-3.57,3.72,1.55,0.91,1.39,-37.65,3.83,15.84,brisk walking,aratrik
"
-2.82",-5.96,0.13,2.74,1.35,0.13,-1.52,-0.83,-1.49,-38.01,5.36,15.47,brisk walking,aratrik
"
34.90",-12.67,-4.07,3.06,-6.93,3.84,-0.65,-1.28,-2.08,-37.05,4.54,15.84,brisk walking,aratrik
"
1.31",-13.25,2.32,-6.13,0.83,7.16,0.38,1.07,0.69,-36.62,2.33,17.38,brisk walking,aratrik
"
3.07",-10.36,-5.04,-1.49,-6.41,0.25,1.44,0.19,1.81,-36.66,2.19,18.64,brisk walking,aratrik
"
1.79",-14.13,1.83,0.24,3.83,1.24,0.34,1.56,0.48,-36.68,4.76,17.57,brisk walking,aratrik
"
-0.41",-1.15,1.49,6.09,-1.06,-0.29,-1.52,-1.46,-3.06,-37.07,5.08,17.4,brisk walking,aratrik
"
5.41",-3.66,-1.51,-3.78,-9.76,4.93,-0.05,-1.85,0.4,-35.53,3.15,19.03,brisk walking,aratrik
